Date,Open,High,Low,Close,Adj Close,Volume,day_of_week,same_day_delta,same_day_strategy,next_close_delta,next_close_strategy
2012-12-31,72.932854,76.485718,72.714287,76.024284,54.39551899999999,164873100,Monday,4.238734439214443,1,4.066371739850899,1
2013-01-02,79.117142,79.285713,77.37571700000002,78.432854,56.11887,140129500,Wednesday,-0.8649048520989232,0,-0.8724507207145555,0
2013-01-03,78.26857,78.524284,77.285713,77.442856,55.41053,88241300,Thursday,-1.0549751963016454,0,-1.0662235907208673,0
2013-01-04,76.709999,76.947144,75.11856800000002,75.285713,53.867073,148583400,Friday,-1.8567149244780918,0,-1.8918410190257413,0
2013-01-07,74.571426,75.614288,73.599998,74.842857,53.550209,121039100,Monday,0.3639879435857813,0,0.36266787624100544,0
2013-01-08,75.601425,75.98428299999998,74.464287,75.044289,53.694336,114676800,Tuesday,-0.7369384902467113,0,-0.7424095922875621,0
2013-01-09,74.64286,75.001427,73.71285999999998,73.871429,52.855141,101901100,Wednesday,-1.0334960369953572,0,-1.0442887195264527,0
2013-01-10,75.507141,75.531425,73.645714,74.78714000000002,53.510345,150286500,Thursday,-0.9535535188651655,0,-0.9627336999382272,0
2013-01-11,74.428574,75.045715,74.145714,74.328575,53.18223199999999,87626700,Friday,-0.13435565754624942,0,-0.13453641483103482,0
2013-01-14,71.811432,72.5,71.215714,71.678574,51.286152,183551900,Monday,-0.18500953998521966,0,-0.18535245971829575,0
2013-01-15,71.185715,71.284286,69.054283,69.41714499999999,49.668106,219193100,Tuesday,-2.484445088456316,0,-2.5477423480899586,0
2013-01-16,70.66285699999997,72.77714499999998,70.35714,72.298569,51.729763,172701200,Wednesday,2.31481158481892,1,2.2624403534183735,1
2013-01-17,72.90142800000002,72.964287,71.718575,71.811432,51.381218,113419600,Thursday,-1.4951641276492245,0,-1.5178586050199192,0
2013-01-18,71.21714,71.745712,70.914284,71.428574,51.107292,118230700,Friday,0.2968863956064467,0,0.2960075893437226,0
2013-01-22,72.08000200000002,72.554283,70.947144,72.110001,51.594852,115386600,Tuesday,0.04161903325137981,0,0.04160171901810852,0
2013-01-23,72.687141,73.57,72.110001,73.43,52.539307,215377400,Wednesday,1.0219950733789487,1,1.0116559989105405,1
2013-01-24,65.714287,66.53286,64.321426,64.35714,46.047665,365213100,Thursday,-2.0652236552456205,0,-2.10877456642728,0
2013-01-25,64.52714499999999,65.175713,62.14285699999999,62.84,44.962143,302006600,Friday,-2.614628308752831,0,-2.68482654360278,0
2013-01-28,62.547142,64.744286,62.265713,64.261429,45.979191,196379400,Monday,2.740791897413963,1,2.6676764377586526,1
2013-01-29,65.5,65.742859,64.58856999999999,65.46714,46.841866,142789500,Tuesday,-0.05016793893129687,0,-0.050193119784978306,0
2013-01-30,65.285713,66.085716,64.928574,65.261429,46.69468300000001,104288800,Wednesday,-0.037196499638434556,0,-0.03721034058263484,0
2013-01-31,65.28286,65.611427,64.997147,65.07,46.557709,79833600,Thursday,-0.3260580189042059,0,-0.32712463500846206,0
2013-02-01,65.58714300000001,65.639999,64.050003,64.802856,46.36657,134871100,Friday,-1.1957938158702934,0,-1.2102661030865771,0
2013-02-04,64.844284,65.13428499999999,63.14285699999999,63.188572,45.211544,119279300,Monday,-2.553366153291169,0,-2.620271273102993,0
2013-02-05,63.435715,65.677139,63.174286,65.405716,46.79792,143336900,Tuesday,3.1055076781273705,1,3.0119706968730324,1
2013-02-06,65.209999,66.64286,64.654289,65.335716,46.747833,148426600,Wednesday,0.19278791892023914,0,0.19241696226304267,0
2013-02-07,66.178574,67.14286,64.87428299999999,66.888573,49.882107,176145200,Thursday,1.0728532772555606,1,1.0614653118702297,1
2013-02-08,67.714287,68.40142800000001,66.89286,67.854286,50.602283,158289600,Friday,0.2067495741334515,0,0.20632300220505317,0
2013-02-11,68.071426,69.27714499999999,67.60714,68.561432,51.12963900000001,129372600,Monday,0.7198409505920942,1,0.7146962741384894,1
2013-02-12,68.501427,68.91143000000001,66.82,66.842857,49.848011,152263300,Tuesday,-2.4212196338625347,0,-2.4812972910478854,0
2013-02-13,66.744286,67.66285699999999,66.174286,66.715714,49.753197,118801900,Wednesday,-0.04280815888868289,0,-0.042826492121476704,0
2013-02-14,66.360001,67.377144,66.288574,66.655716,49.708454,88818800,Thursday,0.44562235615397494,0,0.443645373189002,0
2013-02-15,66.978569,67.165718,65.70285799999999,65.737144,49.023434,97936300,Friday,-1.8534659944735348,0,-1.8884681086844788,0
2013-02-19,65.871429,66.104286,64.835716,65.71285999999999,49.005325,108945900,Tuesday,-0.24072500385563847,0,-0.24130588746253653,0
2013-02-20,65.38428499999999,65.38428499999999,64.114288,64.121429,47.818512,119075600,Wednesday,-1.931436582964829,0,-1.9694757582523388,0
2013-02-21,63.714287,64.16714499999999,63.259998,63.722858,47.521278,111795600,Thursday,0.013452241881013965,0,0.01345043249630052,0
2013-02-22,64.178574,64.514282,63.799999,64.40142800000001,48.027321,82663700,Friday,0.34724049805159635,0,0.3460389108142327,0
2013-02-25,64.835716,65.017143,63.224285,63.257141,47.173977,93144800,Monday,-2.4347305735005804,0,-2.4954890073201503,0
2013-02-26,63.402859,64.505714,62.52285799999999,64.138573,47.831299,125374900,Tuesday,1.1603798497477762,1,1.1470694865630928,1
2013-02-27,64.061432,64.63428499999999,62.950001,63.509998,47.362541,146837600,Wednesday,-0.8607893747988546,0,-0.8682632929700191,0
2013-02-28,63.435715,63.98143,63.057144,63.057144,47.02483,80628800,Thursday,-0.5967789596128945,0,-0.6003617924719218,0
2013-03-01,62.57143000000001,62.597141,61.425713,61.495716,45.860394,138112100,Friday,-1.7191775863201542,0,-1.7492503055009636,0
2013-03-04,61.114285,61.171429,59.85714300000001,60.007141,44.750282,145688900,Monday,-1.811596094104685,0,-1.845020411820662,0
2013-03-05,60.21143000000001,62.169998,60.10714300000001,61.591427,45.93177,159608400,Tuesday,2.291918660626389,1,2.240566694452453,1
2013-03-06,62.07285699999999,62.17856999999999,60.632858,60.80857099999999,45.347954,115062500,Wednesday,-2.0367775241922548,0,-2.0791246681327187,0
2013-03-07,60.64285699999999,61.715714,60.151428,61.51142900000001,45.872112,117118400,Thursday,1.4322742083210471,1,1.4120497834638412,1
2013-03-08,61.400002,62.204285,61.23,61.674286,45.993565,97870500,Friday,0.44671659782682344,0,0.4447299154788781,0
2013-03-11,61.39285699999999,62.715714,60.734287,62.55285600000001,46.64875,118559000,Monday,1.8894689979976347,1,1.8544301158687624,1
2013-03-12,62.228573,62.697144,61.08142900000001,61.204285,45.643055,116477900,Tuesday,-1.646009141170566,0,-1.6735560263468459,0
2013-03-13,61.20714200000001,62.07143000000001,60.765713,61.192856000000006,45.634529,101387300,Wednesday,-0.023340413443917327,0,-0.023345862464738645,0
2013-03-14,61.832859,62.091427,61.492859,61.785713,46.076653,75968900,Thursday,-0.0762474851761228,0,-0.07630566632774459,0
2013-03-15,62.561428,63.46143000000001,62.464287,63.380001,47.265602,160990200,Friday,1.3084308113938843,1,1.2915320086536457,1
2013-03-18,63.064285,65.351425,63.028572,65.102859,48.550411,151549300,Monday,3.232533279335518,1,3.1313125587925366,1
2013-03-19,65.64286,65.852859,64.071426,64.927139,48.419376,131693800,Tuesday,-1.0903257414439318,0,-1.1023448915560596,0
2013-03-20,65.345711,65.37571700000001,64.227142,64.58285500000001,48.162624,77165200,Wednesday,-1.1674155630504734,0,-1.181205135635433,0
2013-03-21,64.317146,65.425713,64.300003,64.675713,48.231873,95813900,Thursday,0.5574983069056079,1,0.5544074945103548,1
2013-03-22,64.940002,66.014282,64.730003,65.987144,49.209873,98776300,Friday,1.6124760821534831,1,1.5868878944056037,1
